Date;Open;High;Low;Close
05-Sep-16;608.99;609.05;602.24;606.59
06-Sep-16;606.51;610.83;605.09;610.44
07-Sep-16;610.57;614.54;608.51;614.54
08-Sep-16;614.64;628.77;613.84;626.32
09-Sep-16;626.35;626.83;620.26;622.86
10-Sep-16;622.93;625.09;622.40;623.51
11-Sep-16;623.42;628.82;600.51;606.72
12-Sep-16;607.01;608.46;605.41;608.24
13-Sep-16;608.03;611.19;606.92;609.24
14-Sep-16;608.84;611.95;608.41;610.68
15-Sep-16;610.59;611.09;607.16;607.16
16-Sep-16;607.25;609.26;606.73;606.97
17-Sep-16;607.22;607.86;605.19;605.98
18-Sep-16;606.28;610.16;605.86;609.87
19-Sep-16;609.87;610.93;608.27;609.23
20-Sep-16;609.25;609.53;607.94;608.31
21-Sep-16;603.59;603.59;595.88;597.15
22-Sep-16;597.28;598.49;596.21;596.30
23-Sep-16;596.20;603.21;595.79;602.84
24-Sep-16;602.96;604.58;602.04;602.63
25-Sep-16;602.75;603.38;599.71;600.83
26-Sep-16;600.81;608.14;600.35;608.04
27-Sep-16;608.02;608.25;604.11;606.17
28-Sep-16;606.24;606.59;604.61;604.73
29-Sep-16;605.02;606.82;604.85;605.69
30-Sep-16;605.72;609.73;604.14;609.73
01-Oct-16;609.93;615.24;609.93;613.98
02-Oct-16;613.95;614.01;609.68;610.89
03-Oct-16;610.97;612.57;610.46;612.13
04-Oct-16;612.05;612.05;609.48;610.20
05-Oct-16;610.22;613.81;609.62;612.51
06-Oct-16;612.47;613.82;611.47;613.02
07-Oct-16;612.61;617.91;611.82;617.12
08-Oct-16;617.34;619.85;617.34;619.11
09-Oct-16;619.17;619.20;616.61;616.75
10-Oct-16;616.82;621.32;616.20;618.99
11-Oct-16;619.24;642.08;618.50;641.07
12-Oct-16;640.87;641.34;635.97;636.19
13-Oct-16;636.03;638.83;635.03;636.79
14-Oct-16;637.01;641.28;637.01;640.38
15-Oct-16;640.31;642.10;637.39;638.65
16-Oct-16;639.08;642.90;638.90;641.63
17-Oct-16;641.82;642.33;638.66;639.19
18-Oct-16;639.41;640.74;636.00;637.96
19-Oct-16;638.13;638.87;628.01;630.52
20-Oct-16;630.66;631.92;628.26;630.86
21-Oct-16;630.83;634.09;630.69;632.83
22-Oct-16;633.14;658.20;632.85;657.29
23-Oct-16;657.62;661.13;653.89;657.07
24-Oct-16;657.16;657.25;652.59;653.76
25-Oct-16;654.00;664.42;653.70;657.59
26-Oct-16;657.68;679.73;657.68;678.30
27-Oct-16;678.21;688.59;678.04;688.31
28-Oct-16;688.00;690.44;684.16;689.65
29-Oct-16;690.29;720.40;690.05;714.48
30-Oct-16;714.12;714.12;696.47;701.86
31-Oct-16;702.64;709.29;691.68;700.97
01-Nov-16;701.34;736.45;701.34;729.79
02-Nov-16;730.07;740.83;722.35;740.83
03-Nov-16;742.35;745.77;678.16;688.70
04-Nov-16;689.12;706.93;685.56;703.23
05-Nov-16;703.53;707.51;697.74;703.42
06-Nov-16;703.81;714.26;699.56;711.52
07-Nov-16;710.74;710.74;699.90;703.13
08-Nov-16;703.09;712.99;702.39;709.85
09-Nov-16;709.83;740.05;708.61;723.27
10-Nov-16;722.84;723.02;711.21;715.53
11-Nov-16;715.55;718.32;714.41;716.41
12-Nov-16;716.75;717.15;704.03;705.05
13-Nov-16;705.20;705.26;687.32;702.03
14-Nov-16;702.00;706.28;699.81;705.02
15-Nov-16;705.79;715.72;705.26;711.62
16-Nov-16;711.17;747.61;709.04;744.20
17-Nov-16;744.88;755.65;739.51;740.98
18-Nov-16;740.71;752.88;736.89;751.59
19-Nov-16;751.83;756.24;744.47;751.62
20-Nov-16;751.88;755.48;717.94;731.03
21-Nov-16;731.27;741.72;730.51;739.25
22-Nov-16;739.64;753.87;736.53;751.35
23-Nov-16;751.74;752.25;738.92;744.59
24-Nov-16;744.62;746.83;733.49;740.29
25-Nov-16;740.44;741.65;734.59;741.65
26-Nov-16;741.51;742.21;729.63;735.38
27-Nov-16;735.44;739.02;731.09;732.03
28-Nov-16;732.48;738.01;732.48;735.81
29-Nov-16;736.33;737.47;734.56;735.60
30-Nov-16;736.28;747.93;736.27;745.69
01-Dec-16;746.05;758.28;746.05;756.77
02-Dec-16;757.54;781.30;757.54;777.94
03-Dec-16;778.25;778.25;764.86;771.16
04-Dec-16;771.64;773.87;768.16;773.87
05-Dec-16;773.39;773.47;751.71;758.70
06-Dec-16;758.72;765.62;758.72;764.22
07-Dec-16;764.21;771.54;759.75;768.13
08-Dec-16;768.08;774.70;765.95;770.81
09-Dec-16;769.94;774.53;769.65;772.79
10-Dec-16;773.02;777.09;772.91;774.65
11-Dec-16;774.75;774.80;765.41;769.73
12-Dec-16;770.04;781.92;770.04;780.09
13-Dec-16;780.65;788.46;777.96;780.56
14-Dec-16;780.01;782.03;776.84;781.48
15-Dec-16;780.07;781.43;777.80;778.09
16-Dec-16;778.96;785.03;778.96;784.91
17-Dec-16;785.17;792.51;784.86;790.83
18-Dec-16;791.01;794.74;788.03;790.53
19-Dec-16;790.69;793.61;790.32;792.71
20-Dec-16;792.25;801.34;791.50;800.88
21-Dec-16;800.64;834.28;799.41;834.28
22-Dec-16;834.18;875.78;834.15;864.54
23-Dec-16;864.89;925.12;864.68;921.98
24-Dec-16;922.18;923.48;886.34;898.82
25-Dec-16;899.65;899.65;862.42;896.18
26-Dec-16;896.91;913.18;896.90;907.61
27-Dec-16;908.35;940.05;904.26;933.20
28-Dec-16;934.83;975.92;934.83;975.92
29-Dec-16;975.13;979.40;954.50;973.50
30-Dec-16;972.53;972.53;934.83;961.24
31-Dec-16;960.63;963.74;947.24;963.74
01-Jan-17;963.66;1003.08;958.70;998.33
02-Jan-17;998.62;1031.39;996.70;1021.75
03-Jan-17;1021.60;1044.08;1021.60;1043.84
04-Jan-17;1044.40;1159.42;1044.40;1154.73
05-Jan-17;1156.73;1191.10;910.42;1013.38
06-Jan-17;1014.24;1046.81;883.94;902.20
07-Jan-17;903.49;908.59;823.56;908.59
08-Jan-17;908.17;942.72;887.25;911.20
09-Jan-17;913.24;913.69;879.81;902.83
10-Jan-17;902.44;914.87;901.06;907.68
11-Jan-17;908.11;919.45;762.77;777.76
12-Jan-17;775.18;826.25;755.76;804.83
13-Jan-17;803.74;829.00;780.00;823.98
14-Jan-17;825.14;835.09;812.46;818.41
15-Jan-17;818.14;823.31;812.87;821.80
16-Jan-17;821.78;834.53;820.27;831.53
17-Jan-17;830.95;910.56;830.80;907.94
18-Jan-17;909.37;917.50;858.30;886.62
19-Jan-17;888.34;904.61;884.34;899.07
20-Jan-17;898.17;899.40;887.01;895.03
21-Jan-17;895.55;927.37;895.53;921.79
22-Jan-17;922.21;937.53;897.56;924.67
23-Jan-17;925.50;928.27;916.74;921.01
24-Jan-17;910.68;924.15;892.29;892.69
25-Jan-17;891.92;903.25;891.69;901.54
26-Jan-17;902.40;919.33;902.22;917.59
27-Jan-17;918.36;923.22;915.85;919.75
28-Jan-17;919.81;923.91;919.81;921.59
29-Jan-17;922.07;923.42;919.15;919.50
30-Jan-17;920.15;923.05;919.47;920.38
31-Jan-17;920.96;972.02;920.96;970.40
01-Feb-17;970.94;989.11;970.74;989.02
02-Feb-17;990.00;1013.52;983.22;1011.80
03-Feb-17;1011.46;1033.87;1008.79;1029.91
04-Feb-17;1031.33;1045.90;1015.16;1042.90
05-Feb-17;1043.52;1043.63;1022.37;1027.34
06-Feb-17;1028.40;1044.64;1028.16;1038.15
07-Feb-17;1040.14;1061.93;1040.14;1061.35
08-Feb-17;1062.32;1078.97;1037.49;1063.07
09-Feb-17;1064.70;1088.99;953.34;994.38
10-Feb-17;995.63;998.91;946.69;988.67
11-Feb-17;988.90;1009.29;982.83;1004.45
12-Feb-17;1003.52;1004.76;996.92;999.18
13-Feb-17;998.89;1002.10;976.00;990.64
14-Feb-17;991.73;1011.51;986.47;1004.55
15-Feb-17;1006.21;1008.84;1001.58;1007.48
16-Feb-17;1007.65;1033.37;1007.65;1027.44
17-Feb-17;1026.12;1053.17;1025.64;1046.21
18-Feb-17;1049.21;1061.10;1046.96;1054.42
19-Feb-17;1054.76;1056.81;1043.46;1047.87
20-Feb-17;1048.69;1080.49;1041.69;1079.98
21-Feb-17;1079.28;1117.25;1076.93;1115.30
22-Feb-17;1114.80;1125.39;1100.55;1117.44
23-Feb-17;1117.27;1176.62;1116.96;1166.72
24-Feb-17;1172.71;1200.39;1131.96;1173.68
25-Feb-17;1170.41;1174.85;1124.59;1143.84
26-Feb-17;1144.27;1167.47;1130.20;1165.20
27-Feb-17;1163.78;1181.98;1163.38;1179.97
28-Feb-17;1180.72;1193.25;1171.82;1179.97
01-Mar-17;1180.04;1222.50;1179.69;1222.50
02-Mar-17;1224.68;1262.13;1215.62;1251.01
03-Mar-17;1250.71;1280.31;1250.71;1274.99
04-Mar-17;1277.43;1279.40;1230.51;1255.15
05-Mar-17;1254.29;1267.29;1238.06;1267.12
06-Mar-17;1267.47;1276.00;1264.60;1272.83
07-Mar-17;1273.21;1275.55;1204.80;1223.54
08-Mar-17;1223.23;1232.16;1148.08;1150.00
09-Mar-17;1150.35;1197.46;1141.23;1188.49
10-Mar-17;1189.36;1270.47;1077.25;1116.72
11-Mar-17;1116.32;1193.83;1116.32;1175.83
12-Mar-17;1176.62;1226.98;1175.36;1221.38
13-Mar-17;1221.78;1237.37;1217.03;1231.92
14-Mar-17;1232.16;1244.81;1220.72;1240.00
15-Mar-17;1240.16;1251.61;1239.75;1249.61
16-Mar-17;1251.33;1257.98;1152.44;1187.81
17-Mar-17;1180.16;1180.16;1099.57;1100.23
18-Mar-17;1099.69;1114.07;957.66;973.82
19-Mar-17;976.73;1069.91;976.73;1036.74
20-Mar-17;1037.24;1063.03;1036.68;1054.23
21-Mar-17;1055.36;1122.43;1055.36;1120.54
22-Mar-17;1120.65;1120.65;1014.21;1049.14
23-Mar-17;1050.05;1058.01;1028.93;1038.59
24-Mar-17;1038.45;1040.47;934.36;937.52
25-Mar-17;936.54;975.76;903.71;972.78
26-Mar-17;974.02;1007.96;954.19;966.72
27-Mar-17;972.05;1046.40;971.98;1045.77
28-Mar-17;1044.58;1064.65;1027.73;1047.15
